Date,Close Price
9/10/2016 0:00,622.21
9/11/2016 0:00,605.81
9/12/2016 0:00,606.31
9/13/2016 0:00,606.92
9/14/2016 0:00,608.22
9/15/2016 0:00,605.21
9/16/2016 0:00,606.33
9/17/2016 0:00,605.29
9/18/2016 0:00,608.7
9/19/2016 0:00,608.53
9/20/2016 0:00,599.47
9/21/2016 0:00,595.8
9/22/2016 0:00,595.03
9/23/2016 0:00,601.71
9/24/2016 0:00,601.34
9/25/2016 0:00,599.18
9/26/2016 0:00,606.81
9/27/2016 0:00,604.76
9/28/2016 0:00,603.52
9/29/2016 0:00,605.06
9/30/2016 0:00,608.44
10/1/2016 0:00,613.93
10/2/2016 0:00,610.29
10/3/2016 0:00,612.34
10/4/2016 0:00,609.37
10/5/2016 0:00,610.88
10/6/2016 0:00,610.9
10/7/2016 0:00,616.49
10/8/2016 0:00,616.6
10/9/2016 0:00,614.62
10/10/2016 0:00,617.42
10/11/2016 0:00,639.37
10/12/2016 0:00,635.08
10/13/2016 0:00,635.02
10/14/2016 0:00,638.37
10/15/2016 0:00,637.37
10/16/2016 0:00,639.83
10/17/2016 0:00,636.92
10/18/2016 0:00,635.51
10/19/2016 0:00,628.15
10/20/2016 0:00,628.62
10/21/2016 0:00,630.15
10/22/2016 0:00,652.71
10/23/2016 0:00,649.24
10/24/2016 0:00,648.4
10/25/2016 0:00,652.89
10/26/2016 0:00,674.36
10/27/2016 0:00,686.52
10/28/2016 0:00,688.1
10/29/2016 0:00,712.87
10/30/2016 0:00,696.35
10/31/2016 0:00,697.37
11/1/2016 0:00,729.27
11/2/2016 0:00,742.46
11/3/2016 0:00,687.51
11/4/2016 0:00,702.54
11/5/2016 0:00,704.16
11/6/2016 0:00,712.24
11/7/2016 0:00,704.02
11/8/2016 0:00,709.15
11/9/2016 0:00,721.19
11/10/2016 0:00,713.67
11/11/2016 0:00,716.56
11/12/2016 0:00,703.55
11/13/2016 0:00,702.5
11/14/2016 0:00,706.39
11/15/2016 0:00,711.96
11/16/2016 0:00,742.07
11/17/2016 0:00,735.41
11/18/2016 0:00,749.68
11/19/2016 0:00,750.63
11/20/2016 0:00,728.61
11/21/2016 0:00,736.72
11/22/2016 0:00,748.22
11/23/2016 0:00,741.6
11/24/2016 0:00,736.4
11/25/2016 0:00,738.28
11/26/2016 0:00,732.82
11/27/2016 0:00,728.42
11/28/2016 0:00,731.75
11/29/2016 0:00,731.76
11/30/2016 0:00,742.01
12/1/2016 0:00,753.25
12/2/2016 0:00,771.41
12/3/2016 0:00,764.97
12/4/2016 0:00,766.46
12/5/2016 0:00,750.71
12/6/2016 0:00,758.81
12/7/2016 0:00,763.9
12/8/2016 0:00,766.75
12/9/2016 0:00,770.41
12/10/2016 18:54,772.63
